Index,Image_ID,Breed,Chest_Girth_cm,Back_Length_cm,Withers_Height_cm,Recommended_Size,Fit_Ratio,Sizing_Verdict,3D_Mesh_OBJ_Path,VTON_Image_PNG_Path
249,golden_golden_retriever_standing_bing_00020,Golden Retriever,80.1,26.8,67.9,M,1.068,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00020_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00020_vton_M.png
250,golden_golden_retriever_standing_bing_00021,Golden Retriever,177.8,55.2,69.5,XL,1.796,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00021_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00021_vton_XL.png
251,golden_golden_retriever_standing_bing_00022,Golden Retriever,133.2,60.7,78.8,XL,1.345,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00022_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00022_vton_XL.png
252,golden_golden_retriever_standing_bing_00023,Golden Retriever,84.9,46.3,64.9,L,0.987,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00023_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00023_vton_L.png
253,golden_golden_retriever_standing_bing_00024,Golden Retriever,94.7,59.9,82.5,XL,0.957,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00024_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00024_vton_XL.png
254,golden_golden_retriever_standing_bing_00025,Golden Retriever,88.4,56.4,85.5,L,1.028,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00025_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00025_vton_L.png
255,golden_golden_retriever_standing_bing_00026,Golden Retriever,96.9,53.4,87.4,XL,0.979,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00026_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00026_vton_XL.png
256,golden_golden_retriever_standing_bing_00027,Golden Retriever,93.9,55.3,72.4,XL,0.948,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00027_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00027_vton_XL.png
257,golden_golden_retriever_standing_bing_00028,Golden Retriever,99.3,60.7,79.3,XL,1.003,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00028_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00028_vton_XL.png
258,golden_golden_retriever_standing_bing_00029,Golden Retriever,123.8,49.4,78.7,XL,1.251,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00029_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00029_vton_XL.png
259,golden_golden_retriever_standing_bing_00030,Golden Retriever,86.9,59.4,79.6,L,1.01,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00030_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00030_vton_L.png
260,golden_golden_retriever_standing_bing_00031,Golden Retriever,91.7,116.9,59.9,L,1.066,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00031_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00031_vton_L.png
261,golden_golden_retriever_standing_bing_00032,Golden Retriever,93.5,59.2,82.1,XL,0.944,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00032_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00032_vton_XL.png
262,golden_golden_retriever_standing_bing_00033,Golden Retriever,118.8,50.6,80.0,XL,1.2,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00033_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00033_vton_XL.png
263,golden_golden_retriever_standing_bing_00034,Golden Retriever,92.5,54.2,72.5,L,1.076,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00034_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00034_vton_L.png
264,golden_golden_retriever_standing_bing_00035,Golden Retriever,164.9,57.2,71.5,XL,1.666,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00035_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00035_vton_XL.png
265,golden_golden_retriever_standing_bing_00036,Golden Retriever,112.9,63.9,69.1,XL,1.14,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00036_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00036_vton_XL.png
266,golden_golden_retriever_standing_bing_00037,Golden Retriever,87.2,51.2,67.3,L,1.014,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00037_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00037_vton_L.png
267,golden_golden_retriever_standing_bing_00038,Golden Retriever,83.8,82.8,63.4,L,0.974,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00038_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00038_vton_L.png
268,golden_golden_retriever_standing_bing_00040,Golden Retriever,138.3,56.6,65.8,XL,1.397,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00040_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00040_vton_XL.png
269,golden_golden_retriever_standing_bing_00041,Golden Retriever,101.6,55.8,77.2,XL,1.026,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00041_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00041_vton_XL.png
270,golden_golden_retriever_standing_bing_00042,Golden Retriever,97.7,114.8,87.5,XL,0.987,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00042_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00042_vton_XL.png
271,golden_golden_retriever_standing_bing_00043,Golden Retriever,125.8,59.9,88.8,XL,1.271,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00043_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00043_vton_XL.png
272,golden_golden_retriever_standing_bing_00044,Golden Retriever,80.8,50.2,68.1,L,0.94,Loose,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00044_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00044_vton_L.png
273,golden_golden_retriever_standing_bing_00045,Golden Retriever,93.7,8.3,50.6,XL,0.946,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00045_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00045_vton_XL.png
274,golden_golden_retriever_standing_bing_00046,Golden Retriever,83.1,52.2,81.2,L,0.966,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00046_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00046_vton_L.png
275,golden_golden_retriever_standing_bing_00047,Golden Retriever,125.2,34.0,78.3,XL,1.265,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00047_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00047_vton_XL.png
276,golden_golden_retriever_standing_bing_00048,Golden Retriever,85.6,51.3,80.1,L,0.995,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00048_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00048_vton_L.png
277,golden_golden_retriever_standing_bing_00049,Golden Retriever,111.8,45.3,75.6,XL,1.129,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00049_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00049_vton_XL.png
278,golden_golden_retriever_standing_bing_00050,Golden Retriever,81.1,40.9,67.9,L,0.943,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00050_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00050_vton_L.png
279,golden_golden_retriever_standing_bing_00051,Golden Retriever,104.3,57.9,59.4,XL,1.054,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00051_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00051_vton_XL.png
280,golden_golden_retriever_standing_bing_00052,Golden Retriever,121.4,53.4,77.1,XL,1.226,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00052_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00052_vton_XL.png
281,golden_golden_retriever_standing_bing_00053,Golden Retriever,198.6,60.3,74.6,XL,2.006,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00053_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00053_vton_XL.png
282,golden_golden_retriever_standing_bing_00054,Golden Retriever,89.4,38.8,64.2,L,1.04,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00054_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00054_vton_L.png
283,golden_golden_retriever_standing_bing_00055,Golden Retriever,189.6,65.5,74.5,XL,1.915,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00055_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00055_vton_XL.png
284,golden_golden_retriever_standing_bing_00056,Golden Retriever,118.1,66.0,70.8,XL,1.193,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00056_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00056_vton_XL.png
285,golden_golden_retriever_standing_bing_00057,Golden Retriever,148.3,57.0,70.7,XL,1.498,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00057_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00057_vton_XL.png
286,golden_golden_retriever_standing_bing_00058,Golden Retriever,93.3,61.1,83.4,XL,0.942,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00058_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00058_vton_XL.png
287,golden_golden_retriever_standing_bing_00059,Golden Retriever,93.0,52.4,70.8,XL,0.939,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00059_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00059_vton_XL.png
288,golden_golden_retriever_standing_bing_00060,Golden Retriever,127.4,28.3,73.3,XL,1.287,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00060_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00060_vton_XL.png
289,golden_golden_retriever_standing_bing_00061,Golden Retriever,132.2,109.4,83.3,XL,1.335,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00061_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00061_vton_XL.png
290,golden_golden_retriever_standing_bing_00062,Golden Retriever,77.2,44.1,73.1,M,1.029,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00062_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00062_vton_M.png
291,golden_golden_retriever_standing_bing_00063,Golden Retriever,134.1,54.5,68.0,XL,1.355,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00063_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00063_vton_XL.png
292,golden_golden_retriever_standing_bing_00064,Golden Retriever,98.9,83.6,56.8,XL,0.999,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00064_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00064_vton_XL.png
293,golden_golden_retriever_standing_bing_00065,Golden Retriever,108.6,121.2,74.0,XL,1.097,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00065_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00065_vton_XL.png
294,golden_golden_retriever_standing_bing_00066,Golden Retriever,114.5,22.6,74.5,XL,1.157,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00066_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00066_vton_XL.png
295,golden_golden_retriever_standing_bing_00067,Golden Retriever,85.0,43.9,67.1,L,0.988,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00067_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00067_vton_L.png
296,golden_golden_retriever_standing_bing_00068,Golden Retriever,150.0,52.1,73.0,XL,1.515,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00068_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00068_vton_XL.png
297,golden_golden_retriever_standing_bing_00069,Golden Retriever,95.9,49.7,92.9,XL,0.969,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00069_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00069_vton_XL.png
298,golden_golden_retriever_standing_bing_00070,Golden Retriever,96.2,121.1,64.9,XL,0.972,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00070_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00070_vton_XL.png
299,golden_golden_retriever_standing_bing_00071,Golden Retriever,86.2,57.2,76.7,L,1.002,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00071_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00071_vton_L.png
300,golden_golden_retriever_standing_bing_00072,Golden Retriever,133.4,61.2,79.3,XL,1.347,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00072_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00072_vton_XL.png
301,golden_golden_retriever_standing_bing_00073,Golden Retriever,112.6,51.8,77.6,XL,1.137,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00073_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00073_vton_XL.png
302,golden_golden_retriever_standing_bing_00074,Golden Retriever,137.1,52.0,66.5,XL,1.385,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00074_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00074_vton_XL.png
303,golden_golden_retriever_standing_bing_00075,Golden Retriever,115.9,58.2,68.7,XL,1.171,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00075_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00075_vton_XL.png
304,golden_golden_retriever_standing_bing_00076,Golden Retriever,95.7,55.7,72.1,XL,0.967,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00076_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00076_vton_XL.png
305,golden_golden_retriever_standing_bing_00077,Golden Retriever,89.9,52.6,73.7,L,1.045,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00077_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00077_vton_L.png
306,golden_golden_retriever_standing_bing_00078,Golden Retriever,95.9,127.3,51.9,XL,0.969,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00078_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00078_vton_XL.png
307,golden_golden_retriever_standing_bing_00079,Golden Retriever,112.6,52.4,69.9,XL,1.137,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00079_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00079_vton_XL.png
308,golden_golden_retriever_standing_bing_00080,Golden Retriever,109.2,35.2,62.1,XL,1.103,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00080_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00080_vton_XL.png
309,golden_golden_retriever_standing_bing_00081,Golden Retriever,122.3,56.7,65.7,XL,1.235,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00081_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00081_vton_XL.png
310,golden_golden_retriever_standing_bing_00082,Golden Retriever,94.0,96.6,67.2,XL,0.949,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00082_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00082_vton_XL.png
311,golden_golden_retriever_standing_bing_00083,Golden Retriever,94.9,50.9,68.1,XL,0.959,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00083_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00083_vton_XL.png
312,golden_golden_retriever_standing_bing_00084,Golden Retriever,97.4,114.4,60.0,XL,0.984,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00084_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00084_vton_XL.png
313,golden_golden_retriever_standing_bing_00085,Golden Retriever,78.3,55.6,69.3,M,1.044,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00085_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00085_vton_M.png
314,golden_golden_retriever_standing_bing_00086,Golden Retriever,76.0,56.1,66.6,M,1.013,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00086_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00086_vton_M.png
315,golden_golden_retriever_standing_bing_00087,Golden Retriever,92.2,99.1,70.4,L,1.072,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00087_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00087_vton_L.png
316,golden_golden_retriever_standing_bing_00088,Golden Retriever,90.3,58.9,82.6,L,1.05,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00088_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00088_vton_L.png
317,golden_golden_retriever_standing_bing_00089,Golden Retriever,83.1,45.5,61.7,L,0.966,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00089_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00089_vton_L.png
318,golden_golden_retriever_standing_bing_00090,Golden Retriever,106.9,39.1,64.9,XL,1.08,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00090_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00090_vton_XL.png
319,golden_golden_retriever_standing_bing_00091,Golden Retriever,79.9,47.4,75.6,M,1.065,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00091_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00091_vton_M.png
320,golden_golden_retriever_standing_bing_00092,Golden Retriever,75.6,61.7,72.8,M,1.008,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00092_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00092_vton_M.png
321,golden_golden_retriever_standing_bing_00093,Golden Retriever,109.2,50.8,67.8,XL,1.103,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00093_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00093_vton_XL.png
322,golden_golden_retriever_standing_bing_00094,Golden Retriever,111.1,35.3,61.9,XL,1.122,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00094_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00094_vton_XL.png
323,golden_golden_retriever_standing_bing_00095,Golden Retriever,117.4,49.9,94.7,XL,1.186,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00095_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00095_vton_XL.png
324,golden_golden_retriever_standing_bing_00096,Golden Retriever,95.9,117.6,79.2,XL,0.969,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00096_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00096_vton_XL.png
325,golden_golden_retriever_standing_bing_00097,Golden Retriever,94.8,55.4,69.6,XL,0.958,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00097_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00097_vton_XL.png
326,golden_golden_retriever_standing_bing_00098,Golden Retriever,77.7,52.0,57.3,M,1.036,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00098_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00098_vton_M.png
327,golden_golden_retriever_standing_bing_00099,Golden Retriever,118.6,44.6,72.6,XL,1.198,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00099_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00099_vton_XL.png
328,golden_golden_retriever_standing_bing_00100,Golden Retriever,84.2,65.2,77.9,L,0.979,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00100_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00100_vton_L.png
329,golden_golden_retriever_standing_bing_00101,Golden Retriever,94.3,55.8,83.5,XL,0.953,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00101_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00101_vton_XL.png
330,golden_golden_retriever_standing_bing_00102,Golden Retriever,90.2,43.2,62.9,L,1.049,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00102_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00102_vton_L.png
331,golden_golden_retriever_standing_bing_00103,Golden Retriever,89.5,39.7,76.8,L,1.041,Good Fit,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00103_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00103_vton_L.png
332,golden_golden_retriever_standing_bing_00104,Golden Retriever,170.7,54.2,74.0,XL,1.724,Tight,D:\barc_3d_full_dataset_outputs\golden\3d_meshes\golden_golden_retriever_standing_bing_00104_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\golden\vton_images\golden_golden_retriever_standing_bing_00104_vton_XL.png
