Index,Image_ID,Breed,Chest_Girth_cm,Back_Length_cm,Withers_Height_cm,Recommended_Size,Fit_Ratio,Sizing_Verdict,3D_Mesh_OBJ_Path,VTON_Image_PNG_Path
731,labrador_labrador_side_view_bing_00062,Labrador Retriever,89.7,62.0,86.0,L,1.043,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00062_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00062_vton_L.png
732,labrador_labrador_side_view_bing_00063,Labrador Retriever,77.6,56.1,74.7,M,1.035,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00063_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00063_vton_M.png
733,labrador_labrador_side_view_bing_00064,Labrador Retriever,96.0,53.8,70.7,XL,0.97,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00064_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00064_vton_XL.png
734,labrador_labrador_side_view_bing_00065,Labrador Retriever,87.1,42.7,40.7,L,1.013,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00065_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00065_vton_L.png
735,labrador_labrador_side_view_bing_00066,Labrador Retriever,125.8,53.7,75.4,XL,1.271,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00066_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00066_vton_XL.png
736,labrador_labrador_side_view_bing_00067,Labrador Retriever,148.6,43.4,65.6,XL,1.501,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00067_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00067_vton_XL.png
737,labrador_labrador_side_view_bing_00068,Labrador Retriever,80.9,113.5,73.3,L,0.941,Loose,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00068_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00068_vton_L.png
738,labrador_labrador_side_view_bing_00069,Labrador Retriever,90.2,55.6,68.5,L,1.049,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00069_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00069_vton_L.png
739,labrador_labrador_side_view_bing_00070,Labrador Retriever,92.6,94.8,83.3,XL,0.935,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00070_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00070_vton_XL.png
740,labrador_labrador_side_view_bing_00071,Labrador Retriever,92.4,57.3,76.8,L,1.074,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00071_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00071_vton_L.png
741,labrador_labrador_side_view_bing_00072,Labrador Retriever,97.6,55.9,70.6,XL,0.986,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00072_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00072_vton_XL.png
742,labrador_labrador_side_view_bing_00073,Labrador Retriever,113.4,50.6,72.2,XL,1.145,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00073_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00073_vton_XL.png
743,labrador_labrador_side_view_bing_00074,Labrador Retriever,114.2,34.9,59.2,XL,1.154,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00074_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00074_vton_XL.png
744,labrador_labrador_side_view_bing_00075,Labrador Retriever,84.8,23.3,76.7,L,0.986,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00075_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00075_vton_L.png
745,labrador_labrador_side_view_bing_00076,Labrador Retriever,81.5,42.8,68.2,L,0.948,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00076_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00076_vton_L.png
746,labrador_labrador_side_view_bing_00077,Labrador Retriever,94.2,64.2,85.3,XL,0.952,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00077_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00077_vton_XL.png
747,labrador_labrador_side_view_bing_00078,Labrador Retriever,102.1,57.0,78.8,XL,1.031,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00078_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00078_vton_XL.png
748,labrador_labrador_side_view_bing_00079,Labrador Retriever,96.2,35.2,65.3,XL,0.972,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00079_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00079_vton_XL.png
749,labrador_labrador_side_view_bing_00080,Labrador Retriever,95.6,58.4,71.7,XL,0.966,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00080_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00080_vton_XL.png
750,labrador_labrador_side_view_bing_00081,Labrador Retriever,114.1,46.6,56.9,XL,1.153,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00081_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00081_vton_XL.png
751,labrador_labrador_side_view_bing_00082,Labrador Retriever,73.1,56.3,50.6,M,0.975,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00082_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00082_vton_M.png
752,labrador_labrador_side_view_bing_00083,Labrador Retriever,130.2,40.1,69.2,XL,1.315,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00083_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00083_vton_XL.png
753,labrador_labrador_side_view_bing_00084,Labrador Retriever,87.1,55.9,74.3,L,1.013,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00084_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00084_vton_L.png
754,labrador_labrador_side_view_bing_00085,Labrador Retriever,87.0,55.3,69.6,L,1.012,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00085_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00085_vton_L.png
755,labrador_labrador_side_view_bing_00086,Labrador Retriever,93.2,69.1,76.7,XL,0.941,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00086_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00086_vton_XL.png
756,labrador_labrador_side_view_bing_00087,Labrador Retriever,97.0,58.6,72.3,XL,0.98,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00087_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00087_vton_XL.png
757,labrador_labrador_side_view_bing_00088,Labrador Retriever,157.7,92.0,82.3,XL,1.593,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00088_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00088_vton_XL.png
758,labrador_labrador_side_view_bing_00089,Labrador Retriever,99.7,47.8,76.1,XL,1.007,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00089_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00089_vton_XL.png
759,labrador_labrador_side_view_bing_00090,Labrador Retriever,146.6,63.8,73.4,XL,1.481,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00090_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00090_vton_XL.png
760,labrador_labrador_side_view_bing_00091,Labrador Retriever,90.0,60.6,82.5,L,1.047,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00091_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00091_vton_L.png
761,labrador_labrador_side_view_bing_00092,Labrador Retriever,87.5,51.3,75.8,L,1.017,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00092_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00092_vton_L.png
762,labrador_labrador_side_view_bing_00093,Labrador Retriever,94.2,52.3,89.9,XL,0.952,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00093_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00093_vton_XL.png
763,labrador_labrador_side_view_bing_00094,Labrador Retriever,96.1,47.2,67.4,XL,0.971,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00094_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00094_vton_XL.png
764,labrador_labrador_side_view_bing_00095,Labrador Retriever,90.0,54.1,67.6,L,1.047,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00095_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00095_vton_L.png
765,labrador_labrador_side_view_bing_00096,Labrador Retriever,97.3,74.2,79.8,XL,0.983,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00096_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00096_vton_XL.png
766,labrador_labrador_side_view_bing_00097,Labrador Retriever,77.5,33.0,59.4,M,1.033,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00097_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00097_vton_M.png
767,labrador_labrador_side_view_bing_00098,Labrador Retriever,209.0,53.3,69.3,XL,2.111,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00098_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00098_vton_XL.png
768,labrador_labrador_side_view_bing_00099,Labrador Retriever,89.3,54.7,84.9,L,1.038,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00099_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00099_vton_L.png
769,labrador_labrador_side_view_bing_00100,Labrador Retriever,89.4,61.4,82.1,L,1.04,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00100_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00100_vton_L.png
770,labrador_labrador_side_view_bing_00101,Labrador Retriever,73.9,121.2,60.9,M,0.985,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00101_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00101_vton_M.png
771,labrador_labrador_side_view_bing_00102,Labrador Retriever,91.1,49.6,70.3,L,1.059,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00102_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00102_vton_L.png
772,labrador_labrador_side_view_bing_00103,Labrador Retriever,119.2,54.2,77.9,XL,1.204,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00103_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00103_vton_XL.png
773,labrador_labrador_side_view_bing_00104,Labrador Retriever,90.1,64.2,85.9,L,1.048,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00104_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00104_vton_L.png
774,labrador_labrador_side_view_bing_00105,Labrador Retriever,94.9,64.0,85.2,XL,0.959,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00105_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00105_vton_XL.png
775,labrador_labrador_side_view_bing_00106,Labrador Retriever,96.9,52.0,58.6,XL,0.979,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00106_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00106_vton_XL.png
776,labrador_labrador_side_view_bing_00107,Labrador Retriever,104.4,37.1,66.9,XL,1.055,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00107_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00107_vton_XL.png
777,labrador_labrador_side_view_bing_00108,Labrador Retriever,115.3,54.8,81.3,XL,1.165,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00108_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00108_vton_XL.png
778,labrador_labrador_side_view_bing_00109,Labrador Retriever,128.1,50.9,70.8,XL,1.294,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00109_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00109_vton_XL.png
779,labrador_labrador_side_view_bing_00110,Labrador Retriever,92.3,62.5,70.2,L,1.073,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00110_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00110_vton_L.png
780,labrador_labrador_side_view_bing_00111,Labrador Retriever,85.1,89.0,57.7,L,0.99,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00111_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00111_vton_L.png
781,labrador_labrador_side_view_bing_00112,Labrador Retriever,85.4,52.1,80.0,L,0.993,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00112_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00112_vton_L.png
782,labrador_labrador_side_view_bing_00113,Labrador Retriever,110.3,46.2,80.2,XL,1.114,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00113_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00113_vton_XL.png
783,labrador_labrador_side_view_bing_00114,Labrador Retriever,101.5,60.5,71.9,XL,1.025,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00114_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00114_vton_XL.png
784,labrador_labrador_side_view_bing_00115,Labrador Retriever,77.0,56.3,79.5,M,1.027,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00115_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00115_vton_M.png
785,labrador_labrador_side_view_bing_00116,Labrador Retriever,99.4,51.0,68.5,XL,1.004,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00116_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00116_vton_XL.png
786,labrador_labrador_side_view_bing_00117,Labrador Retriever,103.8,45.3,69.8,XL,1.048,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00117_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00117_vton_XL.png
787,labrador_labrador_side_view_bing_00118,Labrador Retriever,88.2,48.7,67.7,L,1.026,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00118_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00118_vton_L.png
788,labrador_labrador_side_view_bing_00119,Labrador Retriever,90.8,58.1,56.1,L,1.056,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00119_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00119_vton_L.png
789,labrador_labrador_side_view_bing_00120,Labrador Retriever,89.0,57.4,77.0,L,1.035,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00120_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00120_vton_L.png
790,labrador_labrador_side_view_bing_00121,Labrador Retriever,90.4,59.1,77.9,L,1.051,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_side_view_bing_00121_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_side_view_bing_00121_vton_L.png
791,labrador_labrador_standing_bing_00000,Labrador Retriever,104.6,54.9,75.5,XL,1.057,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00000_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00000_vton_XL.png
792,labrador_labrador_standing_bing_00001,Labrador Retriever,108.7,42.2,88.7,XL,1.098,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00001_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00001_vton_XL.png
793,labrador_labrador_standing_bing_00002,Labrador Retriever,93.5,59.2,83.5,XL,0.944,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00002_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00002_vton_XL.png
794,labrador_labrador_standing_bing_00003,Labrador Retriever,98.8,46.6,70.3,XL,0.998,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00003_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00003_vton_XL.png
795,labrador_labrador_standing_bing_00004,Labrador Retriever,137.8,51.5,66.7,XL,1.392,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00004_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00004_vton_XL.png
796,labrador_labrador_standing_bing_00005,Labrador Retriever,80.2,100.7,70.8,M,1.069,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00005_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00005_vton_M.png
797,labrador_labrador_standing_bing_00006,Labrador Retriever,92.7,52.9,58.4,XL,0.936,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00006_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00006_vton_XL.png
798,labrador_labrador_standing_bing_00007,Labrador Retriever,84.3,59.9,81.4,L,0.98,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00007_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00007_vton_L.png
799,labrador_labrador_standing_bing_00008,Labrador Retriever,88.4,58.8,78.5,L,1.028,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00008_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00008_vton_L.png
800,labrador_labrador_standing_bing_00009,Labrador Retriever,105.9,47.7,78.1,XL,1.07,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00009_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00009_vton_XL.png
801,labrador_labrador_standing_bing_00010,Labrador Retriever,167.6,54.2,73.7,XL,1.693,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00010_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00010_vton_XL.png
802,labrador_labrador_standing_bing_00011,Labrador Retriever,99.5,58.1,68.8,XL,1.005,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00011_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00011_vton_XL.png
803,labrador_labrador_standing_bing_00012,Labrador Retriever,149.8,57.2,69.8,XL,1.513,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00012_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00012_vton_XL.png
804,labrador_labrador_standing_bing_00013,Labrador Retriever,110.0,45.3,67.9,XL,1.111,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00013_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00013_vton_XL.png
805,labrador_labrador_standing_bing_00014,Labrador Retriever,93.8,60.4,83.8,XL,0.947,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00014_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00014_vton_XL.png
806,labrador_labrador_standing_bing_00015,Labrador Retriever,186.4,139.8,82.6,XL,1.883,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00015_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00015_vton_XL.png
807,labrador_labrador_standing_bing_00016,Labrador Retriever,82.6,100.8,55.9,L,0.96,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00016_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00016_vton_L.png
808,labrador_labrador_standing_bing_00017,Labrador Retriever,106.1,21.0,67.6,XL,1.072,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00017_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00017_vton_XL.png
809,labrador_labrador_standing_bing_00018,Labrador Retriever,112.9,51.7,57.9,XL,1.14,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00018_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00018_vton_XL.png
810,labrador_labrador_standing_bing_00019,Labrador Retriever,80.0,47.3,68.2,M,1.067,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00019_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00019_vton_M.png
811,labrador_labrador_standing_bing_00020,Labrador Retriever,86.3,57.5,77.7,L,1.003,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00020_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00020_vton_L.png
812,labrador_labrador_standing_bing_00021,Labrador Retriever,122.0,48.7,72.2,XL,1.232,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00021_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00021_vton_XL.png
813,labrador_labrador_standing_bing_00022,Labrador Retriever,98.2,46.0,65.3,XL,0.992,Good Fit,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00022_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00022_vton_XL.png
814,labrador_labrador_standing_bing_00023,Labrador Retriever,109.7,43.9,78.4,XL,1.108,Tight,D:\barc_3d_full_dataset_outputs\labrador\3d_meshes\labrador_labrador_standing_bing_00023_3d_mesh.obj,D:\barc_3d_full_dataset_outputs\labrador\vton_images\labrador_labrador_standing_bing_00023_vton_XL.png
