Global_Index,Garment_Category,Garment_Brand_Model,Garment_Folder,Dog_ID,Breed,Chest_Girth_cm,Back_Length_cm,Withers_Height_cm,Recommended_Size,Fit_Ratio,Verdict,Clean_Tryon_File
468,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00018,Labrador Retriever,94.9,62.0,80.2,XL,0.959,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00018_clean_tryon.png
469,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00019,Labrador Retriever,96.8,39.5,70.6,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00019_clean_tryon.png
470,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00020,Labrador Retriever,86.3,55.5,68.4,L,1.003,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00020_clean_tryon.png
471,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00021,Labrador Retriever,92.9,18.4,68.3,XL,0.938,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00021_clean_tryon.png
472,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00022,Labrador Retriever,85.8,48.4,69.8,L,0.998,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00022_clean_tryon.png
473,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00023,Labrador Retriever,89.7,128.9,63.7,L,1.043,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00023_clean_tryon.png
474,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00024,Labrador Retriever,90.7,55.2,73.1,L,1.055,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00024_clean_tryon.png
475,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00025,Labrador Retriever,101.2,40.0,69.1,XL,1.022,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00025_clean_tryon.png
476,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00026,Labrador Retriever,91.5,53.6,72.3,L,1.064,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00026_clean_tryon.png
477,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00027,Labrador Retriever,86.5,51.0,72.4,L,1.006,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00027_clean_tryon.png
478,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00028,Labrador Retriever,85.5,53.9,79.5,L,0.994,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00028_clean_tryon.png
479,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00029,Labrador Retriever,96.8,53.0,71.2,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00029_clean_tryon.png
480,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00030,Labrador Retriever,107.4,36.1,62.3,XL,1.085,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00030_clean_tryon.png
481,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00031,Labrador Retriever,87.7,60.9,81.0,L,1.02,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00031_clean_tryon.png
482,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00032,Labrador Retriever,80.4,53.9,59.5,M,1.072,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00032_clean_tryon.png
483,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00033,Labrador Retriever,93.7,58.3,78.9,XL,0.946,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00033_clean_tryon.png
484,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00034,Labrador Retriever,86.9,64.7,74.5,L,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00034_clean_tryon.png
485,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00035,Labrador Retriever,86.9,59.8,81.9,L,1.01,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00035_clean_tryon.png
486,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00036,Labrador Retriever,119.4,53.7,53.5,XL,1.206,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00036_clean_tryon.png
487,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00037,Labrador Retriever,81.2,41.0,64.0,L,0.944,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00037_clean_tryon.png
488,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00038,Labrador Retriever,92.5,52.6,81.2,L,1.076,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00038_clean_tryon.png
489,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00039,Labrador Retriever,114.3,62.5,69.1,XL,1.155,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00039_clean_tryon.png
490,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00040,Labrador Retriever,137.7,53.5,64.7,XL,1.391,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00040_clean_tryon.png
491,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00041,Labrador Retriever,93.3,49.7,70.2,XL,0.942,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00041_clean_tryon.png
492,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00042,Labrador Retriever,94.3,57.8,72.1,XL,0.953,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00042_clean_tryon.png
493,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00043,Labrador Retriever,87.5,44.9,66.9,L,1.017,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00043_clean_tryon.png
494,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00044,Labrador Retriever,86.2,50.6,70.4,L,1.002,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00044_clean_tryon.png
495,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00045,Labrador Retriever,89.4,59.5,74.2,L,1.04,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00045_clean_tryon.png
496,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00046,Labrador Retriever,88.2,56.7,72.7,L,1.026,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00046_clean_tryon.png
497,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00047,Labrador Retriever,152.2,57.6,78.6,XL,1.537,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00047_clean_tryon.png
498,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00048,Labrador Retriever,99.6,45.4,65.3,XL,1.006,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00048_clean_tryon.png
499,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00049,Labrador Retriever,98.3,59.8,79.8,XL,0.993,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00049_clean_tryon.png
500,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00050,Labrador Retriever,103.1,51.7,68.5,XL,1.041,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00050_clean_tryon.png
501,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00051,Labrador Retriever,116.7,65.2,71.6,XL,1.179,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00051_clean_tryon.png
502,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00052,Labrador Retriever,87.2,52.6,68.8,L,1.014,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00052_clean_tryon.png
503,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00053,Labrador Retriever,86.5,61.0,79.5,L,1.006,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00053_clean_tryon.png
504,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00054,Labrador Retriever,95.7,23.8,76.3,XL,0.967,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00054_clean_tryon.png
505,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00055,Labrador Retriever,95.0,135.7,77.7,XL,0.96,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00055_clean_tryon.png
506,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00056,Labrador Retriever,91.6,74.2,65.2,L,1.065,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00056_clean_tryon.png
507,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00057,Labrador Retriever,96.0,33.2,66.0,XL,0.97,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00057_clean_tryon.png
508,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00058,Labrador Retriever,87.6,40.0,71.6,L,1.019,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00058_clean_tryon.png
509,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00059,Labrador Retriever,101.9,52.4,73.1,XL,1.029,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00059_clean_tryon.png
510,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00060,Labrador Retriever,99.7,135.4,77.9,XL,1.007,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00060_clean_tryon.png
511,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00061,Labrador Retriever,81.2,43.9,61.6,L,0.944,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00061_clean_tryon.png
512,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00062,Labrador Retriever,92.0,51.3,71.7,L,1.07,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00062_clean_tryon.png
513,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00063,Labrador Retriever,92.4,60.5,73.1,L,1.074,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00063_clean_tryon.png
514,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00064,Labrador Retriever,91.8,50.6,65.0,L,1.067,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00064_clean_tryon.png
515,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00065,Labrador Retriever,90.1,55.6,75.5,L,1.048,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00065_clean_tryon.png
516,Recycled Fleece Warmer,Ruffwear Climate Changer (Orange Fleece),04_recycled_fleece_warmer_ruffwear_orange,00066,Labrador Retriever,85.8,58.4,77.2,L,0.998,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\04_recycled_fleece_warmer_ruffwear_orange\labrador\00066_clean_tryon.png
517,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00001,Golden Retriever,83.9,61.8,58.5,L,0.976,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00001_clean_tryon.png
518,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00002,Golden Retriever,102.9,56.7,78.7,XL,1.039,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00002_clean_tryon.png
519,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00003,Golden Retriever,93.2,47.2,75.4,XL,0.941,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00003_clean_tryon.png
520,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00004,Golden Retriever,80.0,44.9,68.4,M,1.067,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00004_clean_tryon.png
521,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00005,Golden Retriever,86.4,44.9,69.1,L,1.005,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00005_clean_tryon.png
522,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00006,Golden Retriever,80.8,82.9,57.0,L,0.94,Loose,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00006_clean_tryon.png
523,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00007,Golden Retriever,82.9,41.5,74.2,L,0.964,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00007_clean_tryon.png
524,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00008,Golden Retriever,91.3,47.8,47.5,L,1.062,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00008_clean_tryon.png
525,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00009,Golden Retriever,97.4,42.3,81.7,XL,0.984,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00009_clean_tryon.png
526,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00010,Golden Retriever,89.5,52.9,66.6,L,1.041,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00010_clean_tryon.png
527,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00011,Golden Retriever,119.3,50.9,69.8,XL,1.205,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00011_clean_tryon.png
528,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00012,Golden Retriever,84.7,58.8,75.3,L,0.985,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00012_clean_tryon.png
529,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00013,Golden Retriever,89.7,45.7,67.7,L,1.043,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00013_clean_tryon.png
530,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00014,Golden Retriever,88.2,56.7,76.9,L,1.026,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00014_clean_tryon.png
531,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00015,Golden Retriever,155.4,46.2,66.0,XL,1.57,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00015_clean_tryon.png
532,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00016,Golden Retriever,77.9,64.8,66.4,M,1.039,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00016_clean_tryon.png
533,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00017,Golden Retriever,157.2,45.5,67.1,XL,1.588,Tight,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00017_clean_tryon.png
534,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00018,Golden Retriever,96.8,59.8,78.3,XL,0.978,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00018_clean_tryon.png
535,Heritage Canvas Coat,Carhartt Chore Coat (Brown Duck Canvas),05_heritage_canvas_chore_coat_carhartt_brown,00019,Golden Retriever,83.5,52.3,71.8,L,0.971,Good Fit,D:\3d-canine-vton-sync\unique_garments_clean_vton_matrix\05_heritage_canvas_chore_coat_carhartt_brown\golden\00019_clean_tryon.png
