Index,Image_ID,Breed,Chest_Girth_cm,Semi_Depth_A_cm,Semi_Width_B_cm,Back_Length_cm,Height_cm,Recommended_Size,Fit_Ratio,Verdict,Stage1_3D_Mesh,Stage2_Depth,Stage3_Mask,Stage4_VTON
46,golden_golden_retriever_side_view_bing_00045,Golden Retriever,91.9,14.8,14.5,56.9,78.0,L,1.069,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00045_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00045_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00045_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00045_stage4_vton_L.png
47,golden_golden_retriever_side_view_bing_00046,Golden Retriever,92.7,14.8,14.8,60.1,80.1,XL,0.936,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00046_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00046_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00046_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00046_stage4_vton_XL.png
48,golden_golden_retriever_side_view_bing_00047,Golden Retriever,87.5,14.4,13.5,60.5,79.6,L,1.017,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00047_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00047_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00047_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00047_stage4_vton_L.png
49,golden_golden_retriever_side_view_bing_00048,Golden Retriever,85.8,13.9,13.4,57.9,76.3,L,0.998,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00048_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00048_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00048_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00048_stage4_vton_L.png
50,golden_golden_retriever_side_view_bing_00049,Golden Retriever,93.0,15.1,14.4,61.3,84.0,XL,0.939,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00049_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00049_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00049_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00049_stage4_vton_XL.png
51,golden_golden_retriever_side_view_bing_00050,Golden Retriever,87.1,14.2,13.5,57.5,75.9,L,1.013,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00050_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00050_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00050_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00050_stage4_vton_L.png
52,golden_golden_retriever_side_view_bing_00051,Golden Retriever,123.3,19.8,19.5,51.1,71.1,XL,1.245,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00051_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00051_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00051_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00051_stage4_vton_XL.png
53,golden_golden_retriever_side_view_bing_00052,Golden Retriever,88.0,14.4,13.7,58.8,76.9,L,1.023,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00052_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00052_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00052_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00052_stage4_vton_L.png
54,golden_golden_retriever_side_view_bing_00053,Golden Retriever,110.6,17.7,17.5,52.3,70.6,XL,1.117,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00053_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00053_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00053_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00053_stage4_vton_XL.png
55,golden_golden_retriever_side_view_bing_00054,Golden Retriever,87.3,14.6,13.1,115.5,73.8,L,1.015,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00054_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00054_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00054_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00054_stage4_vton_L.png
56,golden_golden_retriever_side_view_bing_00055,Golden Retriever,92.5,14.7,14.7,57.1,63.8,L,1.076,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00055_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00055_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00055_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00055_stage4_vton_L.png
57,golden_golden_retriever_side_view_bing_00056,Golden Retriever,106.5,18.3,15.6,38.1,53.5,XL,1.076,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00056_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00056_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00056_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00056_stage4_vton_XL.png
58,golden_golden_retriever_side_view_bing_00057,Golden Retriever,97.3,15.5,15.5,45.1,88.1,XL,0.983,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00057_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00057_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00057_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00057_stage4_vton_XL.png
59,golden_golden_retriever_side_view_bing_00058,Golden Retriever,108.0,18.0,16.4,60.3,77.0,XL,1.091,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00058_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00058_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00058_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00058_stage4_vton_XL.png
60,golden_golden_retriever_side_view_bing_00059,Golden Retriever,90.1,14.7,14.0,55.1,81.0,L,1.048,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00059_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00059_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00059_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00059_stage4_vton_L.png
61,golden_golden_retriever_side_view_bing_00060,Golden Retriever,77.5,12.5,12.2,48.1,66.5,M,1.033,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00060_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00060_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00060_stage3_mask_M.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00060_stage4_vton_M.png
62,golden_golden_retriever_side_view_bing_00061,Golden Retriever,91.3,15.0,14.1,64.1,86.0,L,1.062,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00061_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00061_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00061_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00061_stage4_vton_L.png
63,golden_golden_retriever_side_view_bing_00062,Golden Retriever,93.7,15.0,14.8,58.9,81.4,XL,0.946,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00062_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00062_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00062_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00062_stage4_vton_XL.png
64,golden_golden_retriever_side_view_bing_00063,Golden Retriever,88.7,14.3,13.9,57.2,77.5,L,1.031,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00063_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00063_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00063_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00063_stage4_vton_L.png
65,golden_golden_retriever_side_view_bing_00064,Golden Retriever,115.0,18.3,18.3,56.7,75.6,XL,1.162,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00064_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00064_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00064_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00064_stage4_vton_XL.png
66,golden_golden_retriever_side_view_bing_00065,Golden Retriever,134.9,23.5,19.4,121.5,61.0,XL,1.363,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00065_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00065_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00065_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00065_stage4_vton_XL.png
67,golden_golden_retriever_side_view_bing_00066,Golden Retriever,141.1,27.6,16.6,59.9,68.0,XL,1.425,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00066_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00066_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00066_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00066_stage4_vton_XL.png
68,golden_golden_retriever_side_view_bing_00067,Golden Retriever,92.8,15.0,14.5,53.6,71.2,XL,0.937,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00067_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00067_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00067_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00067_stage4_vton_XL.png
69,golden_golden_retriever_side_view_bing_00068,Golden Retriever,108.0,17.9,16.5,69.8,66.0,XL,1.091,Tight,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00068_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00068_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00068_stage3_mask_XL.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00068_stage4_vton_XL.png
70,golden_golden_retriever_side_view_bing_00069,Golden Retriever,90.0,14.9,13.8,62.0,86.0,L,1.047,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00069_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00069_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00069_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00069_stage4_vton_L.png
71,golden_golden_retriever_side_view_bing_00070,Golden Retriever,86.4,14.2,13.3,48.4,67.7,L,1.005,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00070_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00070_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00070_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00070_stage4_vton_L.png
72,golden_golden_retriever_side_view_bing_00071,Golden Retriever,86.7,14.0,13.6,47.6,67.3,L,1.008,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00071_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00071_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00071_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00071_stage4_vton_L.png
73,golden_golden_retriever_side_view_bing_00072,Golden Retriever,90.7,14.9,14.0,60.1,82.6,L,1.055,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00072_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00072_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00072_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00072_stage4_vton_L.png
74,golden_golden_retriever_side_view_bing_00073,Golden Retriever,89.9,14.5,14.1,56.9,73.6,L,1.045,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00073_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00073_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00073_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00073_stage4_vton_L.png
75,golden_golden_retriever_side_view_bing_00074,Golden Retriever,90.4,14.5,14.2,54.6,70.8,L,1.051,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00074_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00074_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00074_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00074_stage4_vton_L.png
76,golden_golden_retriever_side_view_bing_00075,Golden Retriever,89.7,14.8,13.8,115.8,72.6,L,1.043,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00075_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00075_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00075_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00075_stage4_vton_L.png
77,golden_golden_retriever_side_view_bing_00076,Golden Retriever,86.2,14.0,13.4,47.2,59.2,L,1.002,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00076_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00076_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00076_stage3_mask_L.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00076_stage4_vton_L.png
78,golden_golden_retriever_side_view_bing_00077,Golden Retriever,79.9,12.8,12.7,46.1,61.8,M,1.065,Good Fit,D:\sideview_pipeline_stages\stage_1_3d_meshes\golden\golden_golden_retriever_side_view_bing_00077_stage1_mesh.obj,D:\sideview_pipeline_stages\stage_2_depth_maps\golden\golden_golden_retriever_side_view_bing_00077_stage2_depth.png,D:\sideview_pipeline_stages\stage_3_anatomical_masks\golden\golden_golden_retriever_side_view_bing_00077_stage3_mask_M.png,D:\sideview_pipeline_stages\stage_4_vton_renders\golden\golden_golden_retriever_side_view_bing_00077_stage4_vton_M.png
